,question,answer
431,What’s the population density in GangNam around Dawn hours?,"The requested Dawn hours congestion in GangNam is 5:00 - 0.44, 6:00 - 0.1. mean congestion is 0.27. This time frame is smooth, so there is no issue with visiting."
432,How heavy is the crowd in MyeongDong around Breakfast time?,"The requested Breakfast time congestion in MyeongDong is 7:00 - 1.42, 8:00 - 0.54, 9:00 - 0.62. mean congestion is 0.86. This time frame is crowded, so we recommend visiting during a different time."
433,What’s the population density in GangNam around Noon hour?,"The requested Noon hour congestion in GangNam is 13:00 - 0.05, 14:00 - 0.35, 15:00 - 0.41. mean congestion is 0.27. This time frame is smooth, so there is no issue with visiting."
434,How much foot traffic does GangNam have at Dawn hours?,"The requested Dawn hours congestion in GangNam is 5:00 - 1.45, 6:00 - 0.33. mean congestion is 0.89. This time frame is crowded, so we recommend visiting during a different time."
435,How crowded is GangNam around Early morning?,"The requested Early morning congestion in GangNam is 5:00 - 0.52, 6:00 - 1.42. mean congestion is 0.97. This time frame is crowded, so we recommend visiting during a different time."
436,What’s the people flow in MyeongDong around Daybreak?,"The requested Daybreak congestion in MyeongDong is 5:00 - 1.02, 6:00 - 0.53. mean congestion is 0.78. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
437,What are the crowds like in HongDea during Pre-dawn?,"The requested Pre-dawn congestion in HongDea is 5:00 - 0.83, 6:00 - 0.85. mean congestion is 0.84. This time frame is crowded, so we recommend visiting during a different time."
438,How heavy is the crowd in MyeongDong around Lunchtime?,"The requested Lunchtime congestion in MyeongDong is 13:00 - 0.43, 14:00 - 1.06, 15:00 - 0.67. mean congestion is 0.72. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
439,What’s the congestion like in GangNam at Early morning?,"The requested Early morning congestion in GangNam is 5:00 - 0.85, 6:00 - 0.51. mean congestion is 0.68. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
440,What’s the Breakfast time traffic like in HongDea?,"The requested Breakfast time congestion in HongDea is 7:00 - 0.41, 8:00 - 0.67, 9:00 - 0.56. mean congestion is 0.55. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
441,What’s the foot traffic in MyeongDong during Post-work rush?,"The requested Post-work rush congestion in MyeongDong is 16:00 - 0.29, 17:00 - 1.44, 18:00 - 0.28, 19:00 - 0.44, 20:00 - 0.11. mean congestion is 0.51. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
442,What’s the crowd flow like in HongDea during Dawn hours?,"The requested Dawn hours congestion in HongDea is 5:00 - 1.23, 6:00 - 0.87. mean congestion is 1.05. This time frame is crowded, so we recommend visiting during a different time."
443,How busy is GangNam around Pre-dawn?,"The requested Pre-dawn congestion in GangNam is 5:00 - 1.4, 6:00 - 0.15. mean congestion is 0.77. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
444,How heavy is the crowd in MyeongDong around Noon hour?,"The requested Noon hour congestion in MyeongDong is 13:00 - 0.41, 14:00 - 0.1, 15:00 - 0.29. mean congestion is 0.27. This time frame is smooth, so there is no issue with visiting."
445,How packed does GangNam get around Morning hustle?,"The requested Morning hustle congestion in GangNam is 7:00 - 1.39, 8:00 - 0.79, 9:00 - 0.96. mean congestion is 1.05. This time frame is crowded, so we recommend visiting during a different time."
446,What’s the foot traffic in HongDea during Evening peak?,"The requested Evening peak congestion in HongDea is 16:00 - 1.2, 17:00 - 0.8, 18:00 - 0.69, 19:00 - 0.71, 20:00 - 0.67. mean congestion is 0.81. This time frame is crowded, so we recommend visiting during a different time."
447,How are the crowds in GangNam at Twilight commute?,"The requested Twilight commute congestion in GangNam is 16:00 - 0.13, 17:00 - 1.12, 18:00 - 0.64, 19:00 - 0.11, 20:00 - 0.44. mean congestion is 0.49. This time frame is smooth, so there is no issue with visiting."
448,What’s the people flow in HongDea around Daybreak?,"The requested Daybreak congestion in HongDea is 5:00 - 1.49, 6:00 - 0.25. mean congestion is 0.87. This time frame is crowded, so we recommend visiting during a different time."
449,How crowded is HongDea around Daybreak?,"The requested Daybreak congestion in HongDea is 5:00 - 0.28, 6:00 - 0.98. mean congestion is 0.63. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
450,How much foot traffic does HongDea have at Afternoon traffic?,"The requested Afternoon traffic congestion in HongDea is 16:00 - 0.85, 17:00 - 0.21, 18:00 - 0.77, 19:00 - 0.63, 20:00 - 0.88. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
451,Is MyeongDong packed around Midday?,"The requested Midday congestion in MyeongDong is 13:00 - 0.24, 14:00 - 0.75, 15:00 - 1.23. mean congestion is 0.74. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
452,How full does MyeongDong get during Lunchtime rush?,"The requested Lunchtime rush congestion in MyeongDong is 13:00 - 0.4, 14:00 - 1.28, 15:00 - 0.35. mean congestion is 0.68. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
453,How are the crowds in MyeongDong at Pre-dawn?,"The requested Pre-dawn congestion in MyeongDong is 5:00 - 0.93, 6:00 - 0.96. mean congestion is 0.94. This time frame is crowded, so we recommend visiting during a different time."
454,How dense is the crowd in HongDea around Evening rush?,"The requested Evening rush congestion in HongDea is 16:00 - 0.62, 17:00 - 0.69, 18:00 - 0.6, 19:00 - 1.05, 20:00 - 0.19. mean congestion is 0.63. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
455,What’s the population density in MyeongDong around Commuter time?,"The requested Commuter time congestion in MyeongDong is 7:00 - 0.89, 8:00 - 1.41, 9:00 - 1.32, 16:00 - 1.12, 17:00 - 1.23, 18:00 - 0.04, 19:00 - 0.92, 20:00 - 0.8. mean congestion is 0.97. This time frame is crowded, so we recommend visiting during a different time."
456,Is MyeongDong packed around Lunch hour?,"The requested Lunch hour congestion in MyeongDong is 13:00 - 0.65, 14:00 - 1.07, 15:00 - 1.1. mean congestion is 0.94. This time frame is crowded, so we recommend visiting during a different time."
457,What’s the congestion like in HongDea at Evening peak?,"The requested Evening peak congestion in HongDea is 16:00 - 0.31, 17:00 - 0.23, 18:00 - 0.01, 19:00 - 0.31, 20:00 - 0.81. mean congestion is 0.33. This time frame is smooth, so there is no issue with visiting."
458,What’s the crowd level in MyeongDong during Evening commute?,"The requested Evening commute congestion in MyeongDong is 16:00 - 1.22, 17:00 - 0.1, 18:00 - 0.4, 19:00 - 0.59, 20:00 - 1.1. mean congestion is 0.68. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
459,What’s the population density in MyeongDong around Evening peak?,"The requested Evening peak congestion in MyeongDong is 16:00 - 0.78, 17:00 - 0.04, 18:00 - 1.38, 19:00 - 0.35, 20:00 - 1.41. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
460,What’s the crowd situation in HongDea at Early morning?,"The requested Early morning congestion in HongDea is 5:00 - 1.16, 6:00 - 0.11. mean congestion is 0.64. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
461,What’s the Mid-morning hours traffic like in GangNam?,"The requested Mid-morning hours congestion in GangNam is 10:00 - 0.14, 11:00 - 0.89, 12:00 - 0.09. mean congestion is 0.37. This time frame is smooth, so there is no issue with visiting."
462,What’s the congestion like in GangNam at Morning rush hour?,"The requested Morning rush hour congestion in GangNam is 7:00 - 0.19, 8:00 - 0.98, 9:00 - 0.1. mean congestion is 0.42. This time frame is smooth, so there is no issue with visiting."
463,What are the crowds like in MyeongDong during Afternoon traffic?,"The requested Afternoon traffic congestion in MyeongDong is 16:00 - 1.37, 17:00 - 0.93, 18:00 - 0.19, 19:00 - 0.31, 20:00 - 0.51. mean congestion is 0.66. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
464,Is HongDea busy around Late afternoon?,"The requested Late afternoon congestion in HongDea is 13:00 - 0.39, 14:00 - 0.63, 15:00 - 1.17. mean congestion is 0.73. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
465,What’s the crowd flow like in GangNam during Brunch hour?,"The requested Brunch hour congestion in GangNam is 10:00 - 1.33, 11:00 - 1.19, 12:00 - 0.71. mean congestion is 1.08. This time frame is crowded, so we recommend visiting during a different time."
466,How crowded is HongDea usually at Afternoon peak?,"The requested Afternoon peak congestion in HongDea is 16:00 - 1.44, 17:00 - 0.07, 18:00 - 1.16, 19:00 - 1.22, 20:00 - 0.51. mean congestion is 0.88. This time frame is crowded, so we recommend visiting during a different time."
467,How are the crowds in GangNam at High traffic time?,"The requested High traffic time congestion in GangNam is 7:00 - 0.66, 8:00 - 0.09, 9:00 - 0.88, 16:00 - 1.35, 17:00 - 1.25, 18:00 - 0.73, 19:00 - 1.03, 20:00 - 0.33. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
468,Is HongDea busy around Lunchtime rush?,"The requested Lunchtime rush congestion in HongDea is 13:00 - 1.18, 14:00 - 1.42, 15:00 - 1.46. mean congestion is 1.35. This time frame is crowded, so we recommend visiting during a different time."
469,How busy is HongDea around Golden hour?,"The requested Golden hour congestion in HongDea is 7:00 - 1.03, 8:00 - 1.42, 9:00 - 0.77, 16:00 - 0.64, 17:00 - 0.82, 18:00 - 0.88, 19:00 - 0.13, 20:00 - 0.07. mean congestion is 0.72. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
470,Is MyeongDong busy around Pre-dawn?,"The requested Pre-dawn congestion in MyeongDong is 5:00 - 1.28, 6:00 - 0.74. mean congestion is 1.01. This time frame is crowded, so we recommend visiting during a different time."
471,How dense is the crowd in GangNam around Peak travel time?,"The requested Peak travel time congestion in GangNam is 7:00 - 0.24, 8:00 - 0.89, 9:00 - 0.67, 16:00 - 0.48, 17:00 - 1.27, 18:00 - 1.21, 19:00 - 0.17, 20:00 - 0.08. mean congestion is 0.63. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
472,How packed does MyeongDong get around Afternoon peak?,"The requested Afternoon peak congestion in MyeongDong is 16:00 - 0.62, 17:00 - 0.68, 18:00 - 0.67, 19:00 - 0.67, 20:00 - 1.2. mean congestion is 0.77. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
473,How packed does HongDea get around Golden hour?,"The requested Golden hour congestion in HongDea is 7:00 - 1.07, 8:00 - 1.39, 9:00 - 1.49, 16:00 - 0.1, 17:00 - 0.59, 18:00 - 1.16, 19:00 - 0.17, 20:00 - 0.54. mean congestion is 0.81. This time frame is crowded, so we recommend visiting during a different time."
474,How heavy is the crowd in HongDea around Commuter time?,"The requested Commuter time congestion in HongDea is 7:00 - 0.96, 8:00 - 1.26, 9:00 - 1.4, 16:00 - 1.2, 17:00 - 0.79, 18:00 - 0.44, 19:00 - 1.11, 20:00 - 1.06. mean congestion is 1.03. This time frame is crowded, so we recommend visiting during a different time."
475,What’s the foot traffic in GangNam during Twilight commute?,"The requested Twilight commute congestion in GangNam is 16:00 - 0.96, 17:00 - 1.05, 18:00 - 1.44, 19:00 - 0.85, 20:00 - 0.04. mean congestion is 0.87. This time frame is crowded, so we recommend visiting during a different time."
476,Is MyeongDong busy around Lunch hour?,"The requested Lunch hour congestion in MyeongDong is 13:00 - 0.3, 14:00 - 0.05, 15:00 - 1.26. mean congestion is 0.54. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
477,How crowded is HongDea around Early bird hours?,"The requested Early bird hours congestion in HongDea is 7:00 - 0.32, 8:00 - 0.83, 9:00 - 0.92. mean congestion is 0.69. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
478,Is MyeongDong packed around Lunchtime rush?,"The requested Lunchtime rush congestion in MyeongDong is 13:00 - 1.29, 14:00 - 1.07, 15:00 - 1.1. mean congestion is 1.15. This time frame is crowded, so we recommend visiting during a different time."
479,What’s the foot traffic in HongDea during Pre-dawn?,"The requested Pre-dawn congestion in HongDea is 5:00 - 0.05, 6:00 - 1.01. mean congestion is 0.53. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
480,How much foot traffic does MyeongDong have at Afternoon peak?,"The requested Afternoon peak congestion in MyeongDong is 16:00 - 0.95, 17:00 - 0.46, 18:00 - 0.35, 19:00 - 0.24, 20:00 - 1.29. mean congestion is 0.66. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
481,What’s the crowd level in GangNam during Late afternoon?,"The requested Late afternoon congestion in GangNam is 13:00 - 0.45, 14:00 - 0.35, 15:00 - 1.09. mean congestion is 0.63. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
482,What’s the people flow in MyeongDong around Late afternoon?,"The requested Late afternoon congestion in MyeongDong is 13:00 - 0.44, 14:00 - 1.33, 15:00 - 1.49. mean congestion is 1.09. This time frame is crowded, so we recommend visiting during a different time."
483,What’s the Post-work rush traffic like in MyeongDong?,"The requested Post-work rush congestion in MyeongDong is 16:00 - 1.39, 17:00 - 1.17, 18:00 - 0.62, 19:00 - 0.7, 20:00 - 0.51. mean congestion is 0.88. This time frame is crowded, so we recommend visiting during a different time."
484,What’s the Lunchtime traffic like in GangNam?,"The requested Lunchtime congestion in GangNam is 13:00 - 0.72, 14:00 - 0.17, 15:00 - 1.16. mean congestion is 0.68. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
485,What are the crowds like in GangNam during Dawn hours?,"The requested Dawn hours congestion in GangNam is 5:00 - 0.02, 6:00 - 0.01. mean congestion is 0.02. This time frame is smooth, so there is no issue with visiting."
486,How much foot traffic does HongDea have at Twilight commute?,"The requested Twilight commute congestion in HongDea is 16:00 - 1.07, 17:00 - 0.54, 18:00 - 0.9, 19:00 - 1.15, 20:00 - 0.73. mean congestion is 0.88. This time frame is crowded, so we recommend visiting during a different time."
487,What’s the Daybreak traffic like in MyeongDong?,"The requested Daybreak congestion in MyeongDong is 5:00 - 1.19, 6:00 - 1.04. mean congestion is 1.12. This time frame is crowded, so we recommend visiting during a different time."
488,What’s the foot traffic in GangNam during Brunch hour?,"The requested Brunch hour congestion in GangNam is 10:00 - 0.89, 11:00 - 0.24, 12:00 - 0.68. mean congestion is 0.6. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
489,What’s the population density in GangNam around Lunchtime?,"The requested Lunchtime congestion in GangNam is 13:00 - 0.55, 14:00 - 1.37, 15:00 - 0.83. mean congestion is 0.92. This time frame is crowded, so we recommend visiting during a different time."
490,How much foot traffic does GangNam have at Evening peak?,"The requested Evening peak congestion in GangNam is 16:00 - 0.11, 17:00 - 0.26, 18:00 - 1.08, 19:00 - 0.35, 20:00 - 0.83. mean congestion is 0.53. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
491,What’s the population density in GangNam around Brunch hour?,"The requested Brunch hour congestion in GangNam is 10:00 - 0.92, 11:00 - 0.33, 12:00 - 0.45. mean congestion is 0.57. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
492,How busy is GangNam around High traffic time?,"The requested High traffic time congestion in GangNam is 7:00 - 1.2, 8:00 - 0.28, 9:00 - 1.29, 16:00 - 0.43, 17:00 - 0.69, 18:00 - 0.76, 19:00 - 0.15, 20:00 - 0.25. mean congestion is 0.63. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
493,What’s the foot traffic in HongDea during Morning rush hour?,"The requested Morning rush hour congestion in HongDea is 7:00 - 0.07, 8:00 - 0.33, 9:00 - 1.09. mean congestion is 0.5. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
494,What’s the foot traffic in HongDea during Late afternoon?,"The requested Late afternoon congestion in HongDea is 13:00 - 1.0, 14:00 - 0.5, 15:00 - 0.61. mean congestion is 0.7. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
495,What’s the people flow in MyeongDong around Breakfast time?,"The requested Breakfast time congestion in MyeongDong is 7:00 - 0.6, 8:00 - 1.02, 9:00 - 0.76. mean congestion is 0.79. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
496,How much foot traffic does MyeongDong have at Daybreak?,"The requested Daybreak congestion in MyeongDong is 5:00 - 0.8, 6:00 - 0.54. mean congestion is 0.67. This time frame usually has moderate congestion, so you may occasionally experience some inconvenience while moving."
497,What’s the crowd level in HongDea during Commuter time?,"The requested Commuter time congestion in HongDea is 7:00 - 0.52, 8:00 - 0.29, 9:00 - 0.83, 16:00 - 1.38, 17:00 - 1.22, 18:00 - 0.57, 19:00 - 0.78, 20:00 - 1.49. mean congestion is 0.88. This time frame is crowded, so we recommend visiting during a different time."
498,What’s the Dinnertime bustle traffic like in HongDea?,"The requested Dinnertime bustle congestion in HongDea is 16:00 - 1.46, 17:00 - 1.17, 18:00 - 1.43, 19:00 - 0.1, 20:00 - 0.19. mean congestion is 0.87. This time frame is crowded, so we recommend visiting during a different time."
499,What’s the Midday traffic like in GangNam?,"The requested Midday congestion in GangNam is 13:00 - 1.06, 14:00 - 0.84, 15:00 - 1.46. mean congestion is 1.12. This time frame is crowded, so we recommend visiting during a different time."
